,NUTS_code,lat,lng
709,EL431,35.168400000000005,25.13655
710,EL432,35.16615,25.8567
711,EL433,35.25975,24.5991
712,EL434,35.43565,23.92365
713,EL5,40.44475,25.569699999999997
714,EL51,40.44475,25.569699999999997
715,EL511,40.44475,25.569699999999997
716,EL512,41.13015,24.84235
717,EL513,41.0852,25.50655
718,EL514,41.2799,24.2041
719,EL515,40.69175,24.6435
720,EL52,40.06565,23.52845
721,EL521,40.51745,22.2836
722,EL522,40.678200000000004,23.1283
723,EL523,41.0655,22.7455
724,EL524,40.90515,22.171950000000002
725,EL525,40.24935,22.3896
726,EL526,41.0788,23.49855
727,EL527,40.06565,23.52845
728,EL53,40.3866,21.48135
729,EL531,40.2643,21.5704
730,EL532,40.451750000000004,21.14445
731,EL533,40.73325,21.394849999999998
732,EL54,39.66315,20.71875
733,EL541,39.244749999999996,20.951749999999997
734,EL542,39.53895,20.3446
735,EL543,39.832499999999996,20.80435
736,EL6,38.400999999999996,20.68615
737,EL61,39.14855,23.69935
738,EL611,39.459599999999995,21.692
739,EL612,39.66165,22.39985
740,EL613,39.14855,23.69935
741,EL62,38.400999999999996,20.68615
742,EL621,37.78375,20.8071
743,EL622,39.5787,19.87555
744,EL623,38.400999999999996,20.68615
745,EL624,38.7148,20.63665
746,EL63,38.7383,21.36335
747,EL631,38.7383,21.36335
748,EL632,38.061499999999995,21.86205
749,EL633,37.73975,21.552300000000002
750,EL64,38.8557,24.55665
751,EL641,38.36215,23.08905
752,EL642,38.8557,24.55665
753,EL643,38.9628,21.66045
754,EL644,38.8868,22.6019
755,EL645,38.534499999999994,22.2299
756,EL65,37.99785,23.0143
757,EL651,37.4324,22.6237
758,EL652,37.99785,23.0143
759,EL653,36.9404,22.38125
760,ES,35.8928,-5.362275
761,ES1,42.79205,-6.21763
762,ES11,42.79205,-8.00793
763,ES111,43.1469,-8.471695
764,ES112,43.0304,-7.411475
765,ES113,42.19305,-7.545795
766,ES114,42.3605,-8.386239999999999
767,ES12,43.28405000000001,-5.84737
768,ES120,43.28405000000001,-5.84737
769,ES13,43.1374,-4.00239
770,ES130,43.1374,-4.00239
771,ES2,41.6626,-1.341127
772,ES21,42.962199999999996,-2.589525
773,ES211,42.84354999999999,-2.759755
774,ES212,43.14565,-2.16273
775,ES213,43.236000000000004,-2.9314999999999998
776,ES22,42.6128,-1.6123
777,ES220,42.6128,-1.6123
778,ES23,42.28,-2.406975
